,vmse,vmae,vmape,vrmse,vmse0,vmae0,vmape0,vrmse0,mse,mae,mape,rmse,mse0,mae0,mape0,rmse0,Day,train_time,model
0,28836.418611662597,24.429657875430888,1.4065347709276108,169.81289294886474,0.7716801166534424,0.5311599969863892,0.9855313897132874,0.878453254699707,26534.34797834263,25.838531569597215,1.3554608365909873,162.89367077435094,0.8993970155715942,0.5751242637634277,0.9808459281921387,0.9483654499053955,0,0,T_TGCN
1,35111.93566932736,25.615288913491703,1.4060991414966144,187.38179118934517,0.7766836881637573,0.5356392860412598,0.995172917842865,0.8812965750694275,32970.92197927205,26.972698962616,1.355511169486994,181.5789689894511,0.9050508737564087,0.5776445269584656,0.9883365631103516,0.9513416290283203,1,0,T_TGCN
2,40085.65597065112,26.21346250431349,1.4069473253417748,200.21402540943808,0.7792468667030334,0.537003755569458,0.9980440735816956,0.882749617099762,40624.85881719175,28.099240713035865,1.35593768171163,201.55609347571647,0.9082315564155579,0.5796284079551697,0.9917482733726501,0.9530118107795715,2,0,T_TGCN
3,38767.76155862629,26.036143022869513,1.4076587379247576,196.89530608581376,0.7802532911300659,0.5361241102218628,0.9979920983314514,0.8833194971084595,42981.35545184715,28.22114206374626,1.3570589375954758,207.3194526614595,0.9098959565162659,0.5792660117149353,0.991357684135437,0.9538846611976624,3,0,T_TGCN
4,32181.313310468704,25.254070012969212,1.4080137117560396,179.39150846812316,0.7818364500999451,0.5359100103378296,0.9984579682350159,0.8842151761054993,39673.13845041275,27.969021977856148,1.3579819061603509,199.18116991927914,0.9131119847297668,0.579291820526123,0.9948553442955017,0.9555689096450806,4,0,T_TGCN
5,35965.367756900356,25.94960436918527,1.4092377394974043,189.64537367650274,0.7824050188064575,0.5355290770530701,0.9961851835250854,0.884536623954773,40814.23933645566,28.17616257409579,1.3594717729924137,202.02534330240763,0.9137926697731018,0.5771769285202026,0.9900177121162415,0.9559250473976135,5,0,T_TGCN
6,36177.87206275471,25.489398279261344,1.4103847986532496,190.20481608717142,0.7826899886131287,0.5342599153518677,0.9878707528114319,0.884697675704956,40752.24406752557,27.817028203254573,1.3592999650915938,201.8718506070759,0.9164496064186096,0.5775323510169983,0.9872264266014099,0.9573137164115906,6,0,T_TGCN
7,33805.309330525226,25.09848262727691,1.4116158470479305,183.8622020169595,0.7826133966445923,0.5321606993675232,0.9848701357841492,0.8846544027328491,38661.8582232581,27.3904772565304,1.3591111829591844,196.62618905745518,0.9188681244850159,0.5770171284675598,0.9856651425361633,0.9585760831832886,7,0,T_TGCN
8,39124.67423276288,25.531069964166672,1.4160250404360197,197.79958097216203,0.7812037467956543,0.52552330493927,0.9714978933334351,0.8838573098182678,46076.17125221023,27.702831094594465,1.3647600692007569,214.65360759188331,0.9186347126960754,0.5695289969444275,0.9671796560287476,0.9584543108940125,8,0,T_TGCN
9,36684.8078801011,24.991617915758862,1.4161371786739774,191.5327853922171,0.7828338742256165,0.5245040059089661,0.9666286110877991,0.8847789764404297,39924.993956803104,27.015424267310877,1.3639462494208945,199.81239690470434,0.9221661686897278,0.5684736371040344,0.9664035439491272,0.9602948427200317,9,0,T_TGCN
10,30092.985425805135,24.165274449141286,1.4131338601719812,173.47329888430997,0.784501314163208,0.5261456370353699,0.9757274985313416,0.8857207894325256,33387.9278380959,26.357107921351854,1.3606110871358774,182.7236378745123,0.9228450059890747,0.5707144141197205,0.9744631052017212,0.960648238658905,10,0,T_TGCN
11,32261.68307895366,24.591879151054243,1.4153201058586258,179.61537539685645,0.786430299282074,0.5249595046043396,0.9640814065933228,0.8868090510368347,35410.86270984123,26.926809770993717,1.3651856857312656,188.17774233378728,0.9254118204116821,0.5688207745552063,0.959190309047699,0.9619832634925842,11,0,T_TGCN
12,32245.986446797022,24.10651543236875,1.4154977903154626,179.5716749568178,0.7874710559844971,0.5218233466148376,0.9614970088005066,0.8873956799507141,37116.114467965366,26.288634987779016,1.3661125301254673,192.65542937577794,0.9258636236190796,0.5647717118263245,0.9566330909729004,0.9622180461883545,12,0,T_TGCN
13,33537.96559740609,24.066066201305546,1.4163665500079228,183.1337369176037,0.788083553314209,0.52107834815979,0.9591401815414429,0.8877407312393188,43512.07759588373,26.779750090606125,1.3667986386176936,208.59548795667592,0.928396999835968,0.5650464296340942,0.9564604759216309,0.9635335803031921,13,0,T_TGCN
14,41800.32020564977,25.027994369217375,1.4166757373896008,204.45126608962286,0.789240837097168,0.5212571024894714,0.9606452584266663,0.8883922696113586,55188.788018185835,28.232650300900634,1.3663762275244196,234.92294059581715,0.9304956197738647,0.5659815669059753,0.9579464197158813,0.9646220207214355,14,0,T_TGCN
15,45251.011816556536,25.22856092438518,1.4150393638796734,212.7228521258507,0.7899268865585327,0.5211905837059021,0.95573890209198,0.8887783288955688,58460.87572881492,28.260192994267772,1.3653720486625633,241.7868394450263,0.9318084716796875,0.566912055015564,0.9548853635787964,0.9653022885322571,15,0,T_TGCN
16,35239.70808398866,24.40868559013645,1.4155254984914571,187.72242296536837,0.7893217206001282,0.520502507686615,0.9538344144821167,0.888437807559967,39287.932406495136,26.906701937065936,1.3657142415894619,198.21183720074626,0.9287958741188049,0.5661652088165283,0.9533628821372986,0.9637405872344971,16,0,T_TGCN
17,33359.493859366514,24.398366405231805,1.4154492541877108,182.64581533494413,0.7881094217300415,0.5213843584060669,0.9589189291000366,0.887755274772644,39079.404321444104,26.981563171993955,1.365996277515737,197.6851140613377,0.9290198087692261,0.5673328042030334,0.9589115381240845,0.9638567566871643,17,0,T_TGCN
18,30702.289480937416,24.112595178632745,1.4167725725769167,175.22068793649171,0.787237286567688,0.5201253890991211,0.951602578163147,0.8872639536857605,36334.021418014636,26.658280954963395,1.3671056489900606,190.61485099019603,0.9305314421653748,0.5663642883300781,0.9536839723587036,0.9646405577659607,18,0,T_TGCN
19,30792.940072962003,24.29280658873134,1.416952809702349,175.47917276121973,0.7875191569328308,0.5212826728820801,0.9558164477348328,0.8874227404594421,34418.91029504902,26.58983308443937,1.3668685810431513,185.5233416447888,0.9317036271095276,0.5671314597129822,0.9578038454055786,0.9652479887008667,19,0,T_TGCN
